id,name,caption,cleaned_caption
ROCO_73640,PMC4365146_JISP-19-103-g009.jpg," Six months postoperative radiograph showing bone fill of the defect
",six month postop radiograph show bone fill defect
ROCO_73641,PMC3997709_OL-07-05-1503-g04.jpg," Six months after surgery, plain radiography revealed that the grafted fibular bone had healed well to the host bone.
",six month surgeri plain radiographi reveal graft fibular bone heal well host bone
ROCO_73645,PMC4078139_10-1055-s-0033-1358767-i130023-2.jpg,"  Dynamic computed tomography revealing discontinuity of the uterine muscle layer in the lower uterine segment.
",dynam comput tomographi reveal discontinu uterin muscl layer lower uterin segment
ROCO_73647,PMC4064424_gr1.jpg," Computed tomography (CT) scan of the chest showing a 1.4 cm right upper mediastinum mass in the cervical para-oesophageal region (white arrow).
",comput tomographi ct scan chest show cm right upper mediastinum mass cervic paraoesophag region white arrow
ROCO_73650,PMC4636822_atr-04-03-29301-g005.jpg," Patellar Based Rupture of the Medial Patellofemoral Ligament on Axial Magnetic Resonance Imaging Slice (T2)
",patellar base ruptur medial patellofemor ligament axial magnet reson imag slice
ROCO_73651,PMC2632616_1757-1626-2-29-3.jpg," Initial chest X-ray: fracture of left 8th, 9th and 10th ribs (arrow).
",initi chest xray fractur left rib arrow
ROCO_73654,PMC3415232_JOP2012-476801.002.jpg," Qualitative assessment of narrow angle and shallow anterior chamber by AS-OCT.
",qualit ass narrow angl shallow anterior chamber asoct
ROCO_73671,PMC1891106_1471-2474-8-43-1.jpg," Dorso-palmar radiograph of the metacarpus of one sheep (A5) after surgery (T1): selection of an area of 10500 pixels (70 × 150 h), indicated by the red dotted line, over the medial and lateral cortices, at the drill site (MCDS, LCDS) and on the adjacent normal bone (NMC, NLC), to be processed by graphic software (Corel Photo-Paint, CorelDraw) to obtain the histogram for each site. The LCDS/NLC and MCDS/NMC ratios were calculated to evaluate bone healing at different times.
",dorsopalmar radiograph metacarpu one sheep surgeri select area pixel h indic red dot line medial later cortic drill site mcd lcd adjac normal bone nmc nlc process graphic softwar corel photopaint coreldraw obtain histogram site lcdsnlc mcdsnmc ratio calcul evalu bone heal differ time
ROCO_73677,PMC4213397_CRIPE2014-592323.002.jpg," Plan X-ray showing bone erosion (arrow).
",plan xray show bone eros arrow
ROCO_73684,PMC3298222_wjem-13-01-20w-f02.jpg," Coronal computed tomography demonstrating the massively dilated stomach (arrows) and dilated bowel loops (arrowheads).
",coron comput tomographi demonstr massiv dilat stomach arrow dilat bowel loop arrowhead
ROCO_73688,PMC4009667_JOACP-30-294-g002.jpg," Homogenous opacity of right middle and lower zone
",homogen opac right middl lower zone
ROCO_73689,PMC4891163_1679-4508-eins-12-02-0198-gf03.jpg," Anteroposterior radiography of the lumbosacral spine, in which pseudoarthrosis is considered due to the presence of osteolysis around screws of S1 (shown by the arrows)
",anteroposterior radiographi lumbosacr spine pseudoarthrosi consid due presenc osteolysi around screw shown arrow
ROCO_73715,PMC5612026_TOORTHJ-11-1028_F3.jpg," Magnetic resonance imaging showing a slack and torn medial patellofemoral ligament at the femoral attachment.
",magnet reson imag show slack torn medial patellofemor ligament femor attach
ROCO_73742,PMC3491781_IJOrtho-46-493-g014.jpg," Postoperation X-ray of a 48-year-old female patient who underwent Sauve–Kapandji procedure for chronic instability of DRUJ with painful arthrosis
",postoper xray yearold femal patient underw sauvekapandji procedur chronic instabl druj pain arthrosi
ROCO_73748,PMC3224486_1752-1947-5-306-4.jpg," Multi-detector computed tomography (MDCT) multi-planar reconstruction shows herniation of the duodenum into the renal space (white arrows).
",multidetector comput tomographi mdct multiplanar reconstruct show herniat duodenum renal space white arrow
ROCO_73751,PMC4505782_f1000research-4-6859-g0000.jpg," Pelvis X-ray showing osteolytic lesions secondary to bone resorption (red arrows).
",pelvi xray show osteolyt lesion secondari bone resorpt red arrow
ROCO_73787,PMC5628234_CCR3-5-1604-g002.jpg," Multiple injuries in thoracic trauma; # aortic dissection, in loco typico.
",multipl injuri thorac trauma aortic dissect loco typico
ROCO_73790,PMC5735170_41598_2017_17957_Fig3_HTML.jpg," Stunting and limited desiccation of a X. fastidiosa-inoculated ‘Leccino’ plant. Symptomless mock-inoculated ‘Leccino’ on the right end side.
",stunt limit desicc x fastidiosainocul leccino plant symptomless mockinocul leccino right end side
ROCO_73792,PMC3296421_JPN-6-162-g002.jpg," T2 MR sequence, hyperintensities at posterior pons and middle cerebellar peduncle
",mr sequenc hyperintens posterior pon middl cerebellar peduncl
ROCO_73796,PMC3624656_JMedLife-06-86-g007.jpg," Profile teleradiography with the new dentures
",profil teleradiographi new dentur
ROCO_73798,PMC5538233_CCR3-5-1234-g001.jpg," Normal right coronary artery.
",normal right coronari arteri
ROCO_73816,PMC5312252_BMRI2017-9784565.001.jpg," Abdominal ultrasound showing large hypoechoic mesenteric lymph nodes in a 6-year-old girl with acute nonspecific mesenteric lymphadenitis. The largest mesenteric lymph node short-axis diameter (dashed line) measurement was 9 mm.
",abdomin ultrasound show larg hypoecho mesenter lymph node yearold girl acut nonspecif mesenter lymphaden largest mesenter lymph node shortaxi diamet dash line measur mm
ROCO_73818,PMC3741930_CRIM.ID2013-146032.004.jpg," Abdominal CT imaging 3 months after administration of anti-TB agents, showing reduction of the hypodense lesions and of the retroperitoneal lymphadenopathy.
",abdomin ct imag month administr antitb agent show reduct hypodens lesion retroperiton lymphadenopathi
ROCO_73847,PMC4199459_poljradiol-79-356-g005.jpg," Axial diffusion image shows no evidence of intralesional diffusion restriction.
",axial diffus imag show evid intralesion diffus restrict
ROCO_73867,PMC2657352_10195_2008_36_Fig7_HTML.jpg," Case 2: iatrogenic femoral neck fracture
",case iatrogen femor neck fractur
ROCO_73869,PMC3019052_JMedLife-03-193-g006.jpg," Flexible ureteroscopy (fluoroscopic aspect)
",flexibl ureteroscopi fluoroscop aspect
ROCO_73880,PMC3066787_LJM-5-4634-g001.jpg," Ultrasound reveals thickened sigmoid (S) with extravasation of air into SVF (arrow). (B=Urinary bladder).
",ultrasound reveal thicken sigmoid extravas air svf arrow burinari bladder
ROCO_73891,PMC5533607_10-1055-s-0037-1604264-i170344cr-1.jpg,"  Case 1: Initial abdominal ultrasound image showing classic “doughnut sign” of intussusception (arrow).
",case initi abdomin ultrasound imag show classic doughnut sign intussuscept arrow
ROCO_73894,PMC4160576_2050-5736-2-12-1.jpg," Sonication planning image. The sonication area lies within the blue-green bar, which includes the renal artery and the surrounding periarterial tissue.
",sonic plan imag sonic area lie within bluegreen bar includ renal arteri surround periarteri tissu
ROCO_73908,PMC5519404_CG-CGCR170058F001.jpg," Abdominal/pelvic CT with intravenous and oral contrast demonstrating continuous bowel ischemia, submucosal edema, and inflammatory stranding involving rectum (left) and distal sigmoid colon (right).
",abdominalpelv ct intraven oral contrast demonstr continu bowel ischemia submucos edema inflammatori strand involv rectum left distal sigmoid colon right
ROCO_73925,PMC4071685_IJCCM-18-396-g001.jpg," Chest X-ray after transfusion associated circulatory overload
",chest xray transfus associ circulatori overload
ROCO_73928,PMC5390551_BMRI2017-8784149.004.jpg," Longitudinal facet view was obtained and the needle was inserted approaching L4 nerve root.
",longitudin facet view obtain needl insert approach nerv root
ROCO_73938,PMC4045518_ISRN.RADIOLOGY2013-480862.015.jpg," Presence of an anechoic area next to the renal transplant's hilum with no compressive effects on the graft, representing a small lymphocele on gray scale ultrasound.
",presenc anecho area next renal transplant hilum compress effect graft repres small lymphocel gray scale ultrasound
ROCO_73942,PMC3961889_NJMS-4-167-g006.jpg," Post-operative orthopantomogram showing radiolucent bur holes of bioresorbable plate
",postop orthopantomogram show radioluc bur hole bioresorb plate
ROCO_73954,PMC3110373_tropmed-84-843-g003.jpg," Nuclear magnetic resonance showing severe dilation of right pyelocaliceal system and proximal ureter.
",nuclear magnet reson show sever dilat right pyelocalic system proxim uret
ROCO_73960,PMC4881670_ACA-18-491-g003.jpg," Modified bicaval view is showing the pulmonary artery catheter (arrow head) in the right pulmonary artery. PA: Pulmonary artery, RPA: Right pulmonary artery, SVC: Superior vena cava, RA: Right atrium
",modifi bicav view show pulmonari arteri cathet arrow head right pulmonari arteri pa pulmonari arteri rpa right pulmonari arteri svc superior vena cava ra right atrium
ROCO_73982,PMC2964806_JPN-5-27-g003.jpg," Hyperdensity in cerebral vasculature on non contrast CT scan of head simulating a CECT (case 2)
",hyperdens cerebr vasculatur non contrast ct scan head simul cect case
ROCO_73990,PMC1819375_1746-160X-3-13-7.jpg," Microendoscopic assessment of the same area in ""Figure 6"" showing the surface view of a taste bud, with the nuclei and cell borders outlined by methylene blue dye. The mucosa is normal in appearance.
",microendoscop ass area figur show surfac view tast bud nucleus cell border outlin methylen blue dye mucosa normal appear
ROCO_73992,PMC3163608_1752-1947-5-342-3.jpg," Axial fused PET-CT scan of the cervical spine showing a small focus of intense tracer uptake in the spinal canal at C2-C3 level in the neck.
",axial fuse petct scan cervic spine show small focu intens tracer uptak spinal canal level neck
ROCO_73996,PMC3465761_isd-42-183-g004.jpg," An example of the images from 'unrecognizable, too poor for diagnosis' group.
",exampl imag unrecogniz poor diagnosi group
ROCO_74010,PMC3728881_AMHSR-3-285-g002.jpg," Intraoral periapical radiograph showing tooth like radiopacities
",intraor periap radiograph show tooth like radiopac
ROCO_74012,PMC4541758_1806-3713-jbpneu-41-03-00231-gf05.jpg," Chest HRCT scan (lung parenchymal window settings) at the level of the upper lobes of a 47-year-old female patient, showing a perilobular pattern predominantly on the right. Note faint nodular opacities in the left lung.
",chest hrct scan lung parenchym window set level upper lobe yearold femal patient show perilobular pattern predominantli right note faint nodular opac left lung
ROCO_74027,PMC2646695_1757-1626-2-138-2.jpg," Retained placental products 2 days post CS.
",retain placent product day post c
ROCO_74029,PMC5201077_IJRI-26-472-g002.jpg," Coronal reformatted maximum intensity projection showing arc of Buhler collateral (red arrow) anastomosing superior mesenteric artery (green arrow) and celiac artery (blue arrow)
",coron reformat maximum intens project show arc buhler collater red arrow anastomos superior mesenter arteri green arrow celiac arteri blue arrow
ROCO_74039,PMC4337013_WJNM-14-63-g002.jpg," Fused coronal PET-CT image of our patient before the axillary lymph node biopsy shows a lobulated FDG-avid mass (star) in the right axilla, which represents the patient's known axillary invasive ductal carcinoma. An adjacent small FDG-avid round structure (arrow) was suspicious for metastatic axillary lymphadenopathy
",fuse coron petct imag patient axillari lymph node biopsi show lobul fdgavid mass star right axilla repres patient known axillari invas ductal carcinoma adjac small fdgavid round structur arrow suspici metastat axillari lymphadenopathi
ROCO_74040,PMC3852253_1756-0500-6-405-1.jpg," Abdomen contrast computed tomography (CT) showed a 7.8 × 4.8 cm heterogenous lobulated enhancing mass lesion (arrow) at right adrenal gland with suspicious local invasion to the posterior segment of liver.
",abdomen contrast comput tomographi ct show cm heterogen lobul enhanc mass lesion arrow right adren gland suspici local invas posterior segment liver
ROCO_74062,PMC4286642_jcu-22-205-g001.jpg," Echocardiography is a diagnostic tool of choice for left atrial dissection. Left atrium occupied by a newly developed mass (arrow) was found in parasternal long axis on postoperative day 4.
",echocardiographi diagnost tool choic left atrial dissect left atrium occupi newli develop mass arrow found parastern long axi postop day
ROCO_74069,PMC3609954_13244_2012_217_Fig5_HTML.jpg," Volume-rendered image of a pelvic ectopic right kidney, which has two renal arteries, one of which originates in the anterior plane of the aorta (thin white arrow), below the origin of the inferior mesenteric artery (arrow head), and the other arises from the medial aspect of the right common iliac artery (thick white arrow)
",volumerend imag pelvic ectop right kidney two renal arteri one origin anterior plane aorta thin white arrow origin inferior mesenter arteri arrow head aris medial aspect right common iliac arteri thick white arrow
ROCO_74081,PMC2930300_IJMPO-30-131-g002.jpg," Closely packed endometrial glands with sparse intervening stroma and stratification of the lining epithelium. Epithelial cells show cytological atypia with high nucleocytoplasmic ratio, irregular clumping of nuclear chromatin, and mitotic figures (Hematoxylin and eosin stain, ×200)
",close pack endometri gland spar interven stroma stratif line epithelium epitheli cell show cytolog atypia high nucleocytoplasm ratio irregular clump nuclear chromatin mitot figur hematoxylin eosin stain
ROCO_74093,PMC4748645_LI-33-101-g001.jpg," HRCT-chest showing bilateral areas of dense consolidation and cavitating or cystic lesions
",hrctchest show bilater area den consolid cavit cystic lesion
ROCO_74098,PMC4607798_PAMJ-21-263-g001.jpg," Coupe axiale de la TDM abdominale montrant une volumineuse masse occupant le hile splénique à contenu hétérogène renfermant quelques zones de nécroses centrales
",coup axial de la tdm abdominal montrant une volumineus mass occup le hile spléniqu à contenu hétérogèn renferm quelqu zone de nécrose central
ROCO_74132,PMC3302981_13539_2011_42_Fig1_HTML.jpg," Whole-body DXA scan in a healthy 13-year-old male showing positions of regional markers
",wholebodi dxa scan healthi yearold male show posit region marker
ROCO_74139,PMC4486435_12957_2015_620_Fig2_HTML.jpg," FNA-EUS showing hypo-echoic pancreatic mass, arrow
",fnaeu show hypoecho pancreat mass arrow
ROCO_74146,PMC2772256_IJCCM-13-28-g002.jpg," Chest radiograph showing an elevated left hemidiaphragm
",chest radiograph show elev left hemidiaphragm
ROCO_74157,PMC5402818_AAM-15-83-g002.jpg," Two-dimensional ultrasonic transverse view of the right kidney demonstrating multiple renal cysts. The liver appears to be devoid of cysts
",twodimension ultrason transvers view right kidney demonstr multipl renal cyst liver appear devoid cyst
ROCO_74158,PMC5613330_13013_2017_134_Fig2_HTML.jpg," Example of correct landmark localization by DIERS formetric 4D scan on a human participant. The technician verified that the automatically localized points of the left sacral dimple (DL) and right sacral dimple (DR) were within the concave dimples of the lower back (blue), and the vertebral prominens (VP) was within the convex region just below the neck (red) on each image from each scan
",exampl correct landmark local dier formetr scan human particip technician verifi automat local point left sacral dimpl dl right sacral dimpl dr within concav dimpl lower back blue vertebr prominen vp within convex region neck red imag scan
ROCO_74187,PMC2642789_1757-1626-2-117-4.jpg," AXR on day 3 – showing no further evidence of the FB.
",axr day show evid fb
ROCO_74188,PMC3710268_2045-709X-21-23-3.jpg," Digital subtraction angiogram of the cerebellum. A digital subtraction angiogram, early arterial phase, performed by injection of the left internal carotid artery. The anterior spinal vein (white arrows) was visualized during the study from C1 to C5. The posterior spinal vein (black arrow) was visualized from C1-2. No visualization of the anterior and posterior spinal vein was noted in the angiogram performed subsequent to the insertion of the neurovascular clip.
",digit subtract angiogram cerebellum digit subtract angiogram earli arteri phase perform inject left intern carotid arteri anterior spinal vein white arrow visual studi posterior spinal vein black arrow visual visual anterior posterior spinal vein note angiogram perform subsequ insert neurovascular clip
ROCO_74195,PMC4609787_CRIOT2015-691701.001.jpg," Axial T1 weight MRI (after contrast) shows a homogeneous isointense lesion.
",axial weight mri contrast show homogen isointens lesion
ROCO_74204,PMC2740260_1757-1626-0002-0000007299-003.jpg," Postoperative first day MRI confirm the hemorrhage. Axial gradient T2 weighted images show a right cerebellar linear hypointensity, compatible with remote cerebellar hemorrhage.
",postop first day mri confirm hemorrhag axial gradient weight imag show right cerebellar linear hypointens compat remot cerebellar hemorrhag
ROCO_74210,PMC4383498_CRIOR2015-865786.003.jpg," Radiograph of hip.
",radiograph hip
ROCO_74212,PMC3519780_1471-2334-12-225-2.jpg," Chest CT demonstrating left-sided pneumonia.
",chest ct demonstr leftsid pneumonia
ROCO_74223,PMC3850955_1748-717X-8-220-2.jpg," Patient #1: MRI 3 months after treatment of cervical necrosis (April 2009).
",patient mri month treatment cervic necrosi april
ROCO_74246,PMC3862305_gr2.jpg," A coronal CT image of tumor thrombus extending from the pelvis through the inferior vena cava into the right atrium.
",coron ct imag tumor thrombu extend pelvi inferior vena cava right atrium
ROCO_74247,PMC5646292_CRIOR2017-2576196.002.jpg," Postoperative anteroposterior X-ray.
",postop anteroposterior xray
ROCO_74249,PMC3568738_1756-0500-6-45-2.jpg," Chest X-ray revealing pneumoperitoneum.
",chest xray reveal pneumoperitoneum
ROCO_74250,PMC3445127_10.1177_1941738109338361-fig11.jpg," Oblique coronal proton density magnetic resonance image of supraspinatus calcific tendinosis showing lows signal intensity (arrow) within the tendon.
",obliqu coron proton densiti magnet reson imag supraspinatu calcif tendinosi show low signal intens arrow within tendon
ROCO_74254,PMC3649288_jscr-2011-8-1fig2.jpg," MRI Thorax demonstrating the same mass as in Figure 1
",mri thorax demonstr mass figur
ROCO_74260,PMC2702908_SJG-14-88-g001.jpg," Postoperative image of resected specimen
",postop imag resect specimen
ROCO_74296,PMC3626248_CRIM.EM2013-857131.002.jpg," Thorax CT image of the patient.
",thorax ct imag patient
ROCO_74298,PMC2373784_1749-8090-3-18-3.jpg," Preoperative echocardiography. Echocardiographic confirmation of the large mass in the ventricle of left atrium.
",preoper echocardiographi echocardiograph confirm larg mass ventricl left atrium
ROCO_74303,PMC4301660_13054_2014_647_Fig3_HTML.jpg,"  M-mode assessment of antero-posterior diameter of the internal jugular vein (IJV) in a non-responsive patient under mechanical ventilation. Lack of variation of IJV diameter is seen.
",mmode ass anteroposterior diamet intern jugular vein ijv nonrespons patient mechan ventil lack variat ijv diamet seen
ROCO_74317,PMC5161802_JCHIMP-6-33361-g004.jpg," Coronal view of CT chest, abdomen, and pelvis revealing pneumomediastinum and subcutaneous emphysema from neck area to left flank of abdomen.
",coron view ct chest abdomen pelvi reveal pneumomediastinum subcutan emphysema neck area left flank abdomen
ROCO_74323,PMC3968601_IJN-24-120-g003.jpg," High resolution computed tomography thorax. Arrow shows inhomogeneous mass in left hemithorax, non-enhancing areas indicate necrosis
",high resolut comput tomographi thorax arrow show inhomogen mass left hemithorax nonenhanc area indic necrosi
ROCO_74341,PMC4916808_SJA-10-265-g001.jpg," Chest radiograph showing right side pneumothorax
",chest radiograph show right side pneumothorax
ROCO_74359,PMC2628224_11999_2008_518_Fig5_HTML.jpg," Deformity from fracture at the third upper part of the right femur.
",deform fractur third upper part right femur
ROCO_74370,PMC4005096_ajcr-5-9.f2.jpg," Figure 2:Liver was diffusely enlarged with numerous hypodense lesions in both lobes suggestive of metastasis.
",figur liver diffus enlarg numer hypodens lesion lobe suggest metastasi
ROCO_74376,PMC4362010_EUS-4-73-g001.jpg," Contrast-enhanced computed tomography: Soft tissue mass lesion at the confluence of the bile ducts extending into the right ductal system (arrow)
",contrastenhanc comput tomographi soft tissu mass lesion confluenc bile duct extend right ductal system arrow
ROCO_74401,PMC4904605_CRJ2016-1948325.003.jpg," Contrast-enhanced CT showing that the central fatty attenuation of the mass is not enhanced (star); the capsule shows a 50 HU increase in density (arrow).
",contrastenhanc ct show central fatti attenu mass enhanc star capsul show hu increas densiti arrow
ROCO_74405,PMC3398580_CRIM.DENTISTRY2012-192912.002.jpg," Periapical radiograph of UL4 shows intact root fillings, oblique fracture and a healthy root.
",periap radiograph show intact root fill obliqu fractur healthi root
ROCO_74412,PMC3242116_jvs-7-203-g001.jpg," Lateral radiography reveals a mildly enlarged skull, an open fontanelle and a partial protrusion on the occipital bone.
",later radiographi reveal mildli enlarg skull open fontanel partial protrus occipit bone
ROCO_74421,PMC5567022_cios-9-280-g003.jpg," Three-dimensional computed tomography reconstruction model.
",threedimension comput tomographi reconstruct model
ROCO_74431,PMC4843143_crj-03-160-g004.jpg," ERCP image visualizing pancreaticobiliary maljunction with a small-caliber duct (arrow).
",ercp imag visual pancreaticobiliari maljunct smallcalib duct arrow
ROCO_74455,PMC4641425_13104_2015_1655_Fig1_HTML.jpg," Splenic collection with air bubbles
",splenic collect air bubbl
ROCO_74471,PMC5538218_zjch_a_1333879_f0003_b.jpg," CT chest showing irregular bilateral fibrotic bands in the pulmonary parenchyma.
",ct chest show irregular bilater fibrot band pulmonari parenchyma
ROCO_74475,PMC3785211_ccrep-1-2008-013f3.jpg," Attempt at selective cannulation of right coronary artery ostium using a MAC 3.0 catheter (unsuccessful), using right femoral access.
",attempt select cannul right coronari arteri ostium use mac cathet unsuccess use right femor access
ROCO_74476,PMC4804510_13104_2016_1995_Fig3_HTML.jpg," Contrast CT abdomen showing enhancing mass on the anterior gastric wall
",contrast ct abdomen show enhanc mass anterior gastric wall
ROCO_74485,PMC4783575_fsurg-03-00016-g001.jpg," Preoperative computed tomography of the upside-down stomach of a 73-year-old male with the gastroesophageal junction being fully dislocated into the thoracic cavity (arrow).
",preoper comput tomographi upsidedown stomach yearold male gastroesophag junction fulli disloc thorac caviti arrow
ROCO_74495,PMC4900204_gr3.jpg," 71-year-old female with lipoma arborescens. Axial, T2-weighted, fat-suppressed MRI image of the right knee shows a focus of lipoma arborescens (1) and a Baker's cyst (2).
",yearold femal lipoma arborescen axial weight fatsuppress mri imag right knee show focu lipoma arborescen baker cyst
ROCO_74499,PMC5715984_amjcaserep-18-1256-g004.jpg," Perioperative C-arm X-ray sagittal image.
",periop carm xray sagitt imag
ROCO_74504,PMC4821361_gr2.jpg," On CT examination Tracheomegaly and cuff of endotracheal tube in trachea and nasogastric tube were seen in Fig. 2, and fistula was seen Fig. 3 (arrow heads).
",ct examin tracheomegali cuff endotrach tube trachea nasogastr tube seen fig fistula seen fig arrow head
ROCO_74506,PMC3860051_gr2.jpg," Echocardiography showing tumour over myocardial surface.
",echocardiographi show tumour myocardi surfac
ROCO_74507,PMC3431056_CRIM.UROLOGY2012-715951.001.jpg," Pelvic CT showing diffuesly thickened bladder wall.
",pelvic ct show diffuesli thicken bladder wall
ROCO_74525,PMC3683214_IJEM-17-323-g001.jpg," CT scan showing a multiple tissue and hypervascular masse: 30 mm in diameter in right perirenal space and 25 mm in left perirenal space
",ct scan show multipl tissu hypervascular mass mm diamet right periren space mm left periren space
ROCO_74534,PMC5021770_gr3.jpg," CT reveals an anterior mediastinal tumor 47 mm in diameter, invading the superior vena cava.
",ct reveal anterior mediastin tumor mm diamet invad superior vena cava
ROCO_74538,PMC4263335_1806-3713-jbpneu-40-05-00535-gf03.jpg," Axial intravenous contrast-enhanced chest CT scan with mediastinal window settings. Presence of a mass (arrows) with regular contours and welldefined borders at the base of the right hemithorax, compressing the liver and showing a typical spongiform pattern due to the presence of gas within it.
",axial intraven contrastenhanc chest ct scan mediastin window set presenc mass arrow regular contour welldefin border base right hemithorax compress liver show typic spongiform pattern due presenc ga within
ROCO_74546,PMC4359423_IJPD-24-652-g001.jpg," Pericardial effusion and cardiac tamponade with right ventricular pressure findings
",pericardi effus cardiac tamponad right ventricular pressur find
ROCO_74551,PMC3523576_CRIM.UROLOGY2012-736426.002.jpg," Pelvic helical computed tomography revealed a metallic foreign body partially located intravesically with adjacent calcification.
",pelvic helic comput tomographi reveal metal foreign bodi partial locat intraves adjac calcif
ROCO_74553,PMC4954864_JoU-2016-0020-g010.jpg," Oval, quite well-delineated (high-resolution probe) focal lesion (arrows) with posterior acoustic enhancement. Mucoepidermoid carcinoma in an ultrasound-guided fine-needle aspiration biopsy
",oval quit welldelin highresolut probe focal lesion arrow posterior acoust enhanc mucoepidermoid carcinoma ultrasoundguid fineneedl aspir biopsi
ROCO_74575,PMC4735544_KITP-12-26550-g001.jpg," In routinely performed chest X-ray (PA), pneumothorax (3 cm) and a single round shadow (1.6 cm in diameter) were revealed in the area of the left lung
",routin perform chest xray pa pneumothorax cm singl round shadow cm diamet reveal area left lung
ROCO_74601,PMC5686473_gr3.jpg," Postoperative X-ray of the left knee showing the reduced and internally fixed fracture.
",postop xray left knee show reduc intern fix fractur
ROCO_74615,PMC4321640_imcrj-8-041Fig7.jpg," Fluoroscopic image with a modified anteroposterior projection showing an ablation catheter at the region of the coronary sinus ostium (CS os) and a quadripolar diagnostic catheter on the right ventricular outflow tract (RVOT).
",fluoroscop imag modifi anteroposterior project show ablat cathet region coronari sinu ostium c o quadripolar diagnost cathet right ventricular outflow tract rvot
ROCO_74624,PMC4612483_JCHIMP-5-28843-g003.jpg," Echocardiography with agitated saline contrast noting microbubbles entering the left atrium from the left lower pulmonary vein.
",echocardiographi agit salin contrast note microbubbl enter left atrium left lower pulmonari vein
ROCO_74625,PMC4508935_crj-02-194-g001.jpg," Esophagram showing anterior compression of the esophagus just below the carina most consistent with impression from subcarinal bronchogenic cyst.
",esophagram show anterior compress esophagu carina consist impress subcarin bronchogen cyst
ROCO_74628,PMC3789394_CRIM.UROLOGY2013-398328.002.jpg," Angiomyolipoma showing hyperintensities compatible with fatty tissue on T1 weighted images is seen at lower pole of left kidney.
",angiomyolipoma show hyperintens compat fatti tissu weight imag seen lower pole left kidney
ROCO_74646,PMC3113881_2046-0481-61-9-591-1.jpg," Abdominal ultrasound of a dog diagnosed with A. vasorum. A large amount of free intraabdominal fluid was observed. PCV was 35% in a sample obtained by abdominocentesis. No signs of neoplasia or infection were observed.
",abdomin ultrasound dog diagnos vasorum larg amount free intraabdomin fluid observ pcv sampl obtain abdominocentesi sign neoplasia infect observ
ROCO_74647,PMC3323856_CRIM2012-643965.002.jpg," Axial T1-weighted MRI revealing the giant internal carotid aneurysm.
",axial weight mri reveal giant intern carotid aneurysm
ROCO_74653,PMC3085326_ART2011-729854.001.jpg," PET-CT demonstrated a focus of avidity at the known cerebellopontine lesion, as well as in the posterior inferior wall and papillary muscle of the left ventricle of the heart.
",petct demonstr focu avid known cerebellopontin lesion well posterior inferior wall papillari muscl left ventricl heart
ROCO_74656,PMC1526433_1477-7819-4-33-2.jpg," Sagittal T1-weighted MRI section (arrow indicating tumour).
",sagitt weight mri section arrow indic tumour
ROCO_74661,PMC4375704_SaudiMedJ-36-233-g002.jpg," Magnetic resonance angiography (axial image) showing poor arterial circulation, and narrow distal internal carotid artery with puff of smoke sign (arrow) on right side suggestive of moyamoya disease.
",magnet reson angiographi axial imag show poor arteri circul narrow distal intern carotid arteri puff smoke sign arrow right side suggest moyamoya diseas
ROCO_74666,PMC3481083_13244_2012_176_Fig6_HTML.jpg," UTE at 1.5 T in a patient with interstitial lung disease
",ute patient interstiti lung diseas
ROCO_74668,PMC5206467_NCI-3-146-g003.jpg," Computed tomography (CT), coronal view
",comput tomographi ct coron view
ROCO_74672,PMC2740073_1757-1626-0002-0000007970-001.jpg," ‘Railway track’ and ‘bull’s eye’ signs are on USG.
",railway track bull eye sign usg
ROCO_74676,PMC4608346_emerg-3-168-g002.jpg," Axial view of patient’s abdominopelvic computed tomography
",axial view patient abdominopelv comput tomographi
ROCO_74679,PMC3607065_fpsyg-04-00125-g006.jpg," Self-organization and swarm intelligence.
",selforgan swarm intellig
ROCO_74687,PMC4451653_JOMFP-19-108b-g003.jpg," Preoperative orthopantomograph exhibiting an expansile swelling of the lower border of the mandible
",preoper orthopantomograph exhibit expansil swell lower border mandibl
ROCO_74688,PMC5128370_gr1.jpg," Radiofrequency probe is positioned adjacent to the liver mass. Large amount of intraluminal air is seen within the aorta.
",radiofrequ probe posit adjac liver mass larg amount intralumin air seen within aorta
ROCO_74710,PMC3248361_1746-160X-7-23-1.jpg," Radiographs of a person with 13 congenital missing teeth: Orthopantomogram.
",radiograph person congenit miss teeth orthopantomogram
ROCO_74716,PMC4752974_CRIRA2016-3750450.004.jpg," Renal US long R kidney demonstrating atrophy and cysts.
",renal u long r kidney demonstr atrophi cyst
ROCO_74744,PMC4089775_poljradiol-79-194-g005.jpg," Control CT 12 days after the procedure, with contrast, arterial phase. No inflow of contrast to aneurysm.
",control ct day procedur contrast arteri phase inflow contrast aneurysm
ROCO_74766,PMC3598892_1756-0500-6-63-2.jpg," Lateral abdominal radiograph of the patient. Radiograph showing bullet to be lateral to the spine.
",later abdomin radiograph patient radiograph show bullet later spine
ROCO_74768,PMC5702706_JOCR-7-54-g002.jpg," Chest X-ray.
",chest xray
ROCO_74773,PMC4927213_10.1177_2050313X16645756-fig5.jpg," Radiological control of deployed SEMS.
",radiolog control deploy sem
ROCO_74778,PMC3068594_JGID-3-99-g001.jpg," Transesophageal echocardiogram – bioprosthetic mitral valve area showing 5 mm size, mobile, echogenic structure attached to the peripheral rim
",transesophag echocardiogram bioprosthet mitral valv area show mm size mobil echogen structur attach peripher rim
